childid,catholic,race,race_white,race_black,race_hispanic,race_asian,p5numpla,p5hmage,p5hdage,w3daded,w3momed,w3daded_hsb,w3momed_hsb,w3momscr,w3dadscr,w3inccat,w3income,w3povrty,p5fstamp,c5r2mtsc,c5r2mtsc_std
0460026C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,41,SOME COLLEGE,SOME COLLEGE,0,0,48.69,33.42,"$50,001 TO $75,000",62500.5,0,0,38.207,-1.266117604
0461001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,35.92,"$10,001 TO $15,000",12500.5,1,0,31.857,-1.919807858
0461002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,SOME COLLEGE,SOME COLLEGE,0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,55.506,0.514699359
0461003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,40,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.63,53.5,"$20,001 TO $25,000",22500.5,0,0,57.899,0.761042788
0461005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,52.942,0.250752617
0461006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,62.766,1.262068059
0461007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,42.899,-0.783107419
0461008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,34.95,39.2,"$30,001 TO $35,000",32500.5,1,1,54.067,0.366563882
0461009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,37,SOME COLLEGE,BACHELOR'S DEGREE,0,0,38.18,53.5,"$40,001 TO $50,000",45000.5,0,0,51.609,0.113529135
0461011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,SOME COLLEGE,SOME COLLEGE,0,0,35.92,64.89,"$50,001 TO $75,000",62500.5,0,0,54.444,0.405373524
0461012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,46,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,52.12,0.166133185
0461013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,1,0,61.56,35.63,"$25,001 TO $30,000",27500.5,1,0,64.182,1.407835839
0461014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,SOME COLLEGE,BACHELOR'S DEGREE,0,0,34.95,37.67,"$30,001 TO $35,000",32500.5,0,0,69.195,1.923890838
0461015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,37.67,"$40,001 TO $50,000",45000.5,0,0,49.938,-0.058489198
0461017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,40,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,33.42,34.95,"$50,001 TO $75,000",62500.5,0,0,53.743,0.333210238
0461019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,63.235,1.310348489
0462001C,0,ASIAN,0,0,0,1,1,45,50,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,53.5,35.92,"$40,001 TO $50,000",45000.5,0,0,69.533,1.958685689
0462002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,VOC/TECH PROGRAM,SOME COLLEGE,1,0,29.6,39.2,"$35,001 TO $40,000",37500.5,0,0,43.723,-0.698282101
0462005C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,53.5,53.5,"$35,001 TO $40,000",37500.5,0,0,63.148,1.301392418
0462006C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,29.6,53.5,"$15,001 TO $20,000",17500.5,1,0,48.876,-0.167815033
0462007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,SOME COLLEGE,VOC/TECH PROGRAM,0,1,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,61.132,1.09385863
0462008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,57.206,0.689703049
0462009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,NA,37.67,"$50,001 TO $75,000",62500.5,0,0,67.581,1.757740276
0462011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,34.95,33.42,"$35,001 TO $40,000",37500.5,0,0,54.34,0.394667416
0462013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,53.5,"$15,001 TO $20,000",17500.5,1,0,30.578,-2.051472399
0462015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,SOME COLLEGE,SOME COLLEGE,0,0,57.83,53.5,"$75,001 TO $100,000",87500.5,0,0,68.64,1.86675728
0462019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,29.6,"$40,001 TO $50,000",45000.5,0,0,52.439,0.198972113
0462020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,SOME COLLEGE,SOME COLLEGE,0,0,61.56,35.78,"$50,001 TO $75,000",62500.5,0,0,67.61,1.760725633
0462021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,35.78,"$30,001 TO $35,000",32500.5,0,0,49.222,-0.132196635
0462022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,38.18,34.95,"$50,001 TO $75,000",62500.5,0,0,61.744,1.156859958
0462024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,44,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,50.178,-0.033782795
0463001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,60.45,1.023651267
0463005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,34,SOME COLLEGE,SOME COLLEGE,0,0,34.95,35.92,"$25,001 TO $30,000",27500.5,0,0,55.585,0.522831883
0463006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.63,"$25,001 TO $30,000",27500.5,1,0,43.488,-0.722473788
0463007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,51.044,0.055366144
0463011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,0,0,63.43,35.63,"$35,001 TO $40,000",37500.5,0,0,52.199,0.17426571
0463012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.2,"$75,001 TO $100,000",87500.5,0,0,57.505,0.72048311
0463014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,43,SOME COLLEGE,BACHELOR'S DEGREE,0,0,34.95,33.42,"$50,001 TO $75,000",62500.5,0,0,52.71,0.22686976
0463016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,38.18,"$40,001 TO $50,000",45000.5,0,0,72.189,2.232103219
0463017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$20,001 TO $25,000",22500.5,0,0,36.914,-1.399223352
0463018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,33.42,39.18,"$35,001 TO $40,000",37500.5,0,0,53.706,0.329401334
0463023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,1,0,63.43,35.63,"$40,001 TO $50,000",45000.5,0,0,69.024,1.906287526
0463024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,34.95,"$30,001 TO $35,000",32500.5,0,0,46.736,-0.388113796
0464001C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.985,0.049292486
0464003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,SOME COLLEGE,SOME COLLEGE,0,0,53.5,35.63,"$35,001 TO $40,000",37500.5,0,0,69.613,1.966921157
0464005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,39.18,"$25,001 TO $30,000",27500.5,0,1,63.281,1.315083883
0464006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,61.56,35.63,"$25,001 TO $30,000",27500.5,0,0,46.592,-0.402937638
0464009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,35.78,33.42,"$30,001 TO $35,000",32500.5,0,0,61.956,1.178683948
0464010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,35,VOC/TECH PROGRAM,BACHELOR'S DEGREE,1,0,35.63,35.63,"$15,001 TO $20,000",17500.5,1,0,50.737,0.023762536
0464012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,SOME COLLEGE,SOME COLLEGE,0,0,35.78,35.63,"$35,001 TO $40,000",37500.5,0,0,67.08,1.706165659
0464013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,33.42,"$30,001 TO $35,000",32500.5,0,0,51.818,0.135044294
0464014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,38.18,61.56,"$30,001 TO $35,000",32500.5,0,0,57.826,0.753527924
0464015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,33.42,"$30,001 TO $35,000",32500.5,0,0,46.567,-0.405511222
0464016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,49.544,-0.099048877
0464018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,35.92,"$30,001 TO $35,000",32500.5,0,0,52.116,0.165721412
0464019C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.562,0.00574745
0464020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,SOME COLLEGE,SOME COLLEGE,0,0,52.54,48.69,"$50,001 TO $75,000",62500.5,0,0,50.092,-0.042635923
0464021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,35,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,35.63,35.63,"$75,001 TO $100,000",87500.5,0,0,56.555,0.62268693
0464022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,57.83,NA,"$15,001 TO $20,000",17500.5,0,0,43.878,-0.682325882
0464023C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,8TH GRADE OR BELOW,1,1,29.6,39.2,"$30,001 TO $35,000",32500.5,0,0,48.365,-0.220419083
0464024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,35.78,"$30,001 TO $35,000",32500.5,0,0,52.615,0.217090142
0465003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,37,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.63,"$20,001 TO $25,000",22500.5,1,0,45.311,-0.534808066
0465004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,35.63,"$20,001 TO $25,000",22500.5,1,0,36.315,-1.460886417
0465006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,35.78,35.63,"$30,001 TO $35,000",32500.5,0,0,55.927,0.558038508
0465007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,53,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,57.83,35.92,"$35,001 TO $40,000",37500.5,0,0,80.185,3.055238223
0465008C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.806,0.545582363
0465009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.78,39.2,"$35,001 TO $40,000",37500.5,0,0,45.405,-0.525131391
0465010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,38.18,33.42,"$40,001 TO $50,000",45000.5,0,0,67.51,1.750431298
0465012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,51,BACHELOR'S DEGREE,9TH - 12TH GRADE,0,1,34.95,34.95,"$20,001 TO $25,000",22500.5,1,0,47.224,-0.337877443
0465014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,35.63,"$20,001 TO $25,000",22500.5,1,0,48.325,-0.224536817
0465016C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.865,-0.992494187
0465017C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.717,-1.934219927
0465018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,58,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,34.95,"$25,001 TO $30,000",27500.5,0,0,60.507,1.029519038
0465019C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,NOT APPLICABLE,1,NA,NA,33.42,"$20,001 TO $25,000",22500.5,0,0,55.333,0.49689016
0465020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,1,1,50.339,-0.017208916
0465021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,35.92,"$25,001 TO $30,000",27500.5,0,0,30.011,-2.109841277
0465023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,36,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,52.629,0.218531349
0465025C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76,-0.59152985
0466001C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,57.83,NA,"$10,001 TO $15,000",12500.5,1,0,58.575,0.830632491
0466004C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,52,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.63,35.63,"$30,001 TO $35,000",32500.5,0,0,52.377,0.192589625
0466005C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$100,001 TO $200,000",150000.5,0,0,57.233,0.692482519
0466006C,1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.446,0.714409452
0466007C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,51,SOME COLLEGE,BACHELOR'S DEGREE,0,0,53.5,52.54,"$50,001 TO $75,000",62500.5,0,0,57.959,0.767219389
0466008C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,SOME COLLEGE,BACHELOR'S DEGREE,0,0,38.18,35.63,"$30,001 TO $35,000",32500.5,0,0,59.824,0.959208732
0466009C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,41.255,-0.952346282
0466010C,1,"WHITE, NON-HISPANIC",1,0,0,0,2,33,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,61.56,NA,"$35,001 TO $40,000",37500.5,0,0,54.494,0.410520691
0466011C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,44,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,53.547,0.313033342
0466012C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,33.42,"$25,001 TO $30,000",27500.5,0,0,57.463,0.716159489
0466014C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,53.5,35.63,"$30,001 TO $35,000",32500.5,0,0,52.366,0.191457249
0466015C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,37,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,53.5,64.89,"$75,001 TO $100,000",87500.5,0,0,61.372,1.118565033
0466017C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,71.713,2.183102186
0466018C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,SOME COLLEGE,SOME COLLEGE,0,0,34.95,39.2,"$100,001 TO $200,000",150000.5,0,0,65.953,1.590148507
0466019C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,33.42,35.78,"$50,001 TO $75,000",62500.5,0,0,44.94,-0.573000047
0466020C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",1,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,61.595,1.1415214
0466022C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,35.78,"$50,001 TO $75,000",62500.5,0,0,48.603,-0.195918567
0466023C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,55.237,0.487007598
0466024C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,34,38,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,59,53.5,"$40,001 TO $50,000",45000.5,0,0,58.189,0.790896359
0467001C,0,"WHITE, NON-HISPANIC",1,0,0,0,4,40,39,SOME COLLEGE,BACHELOR'S DEGREE,0,0,33.42,NA,"$15,001 TO $20,000",17500.5,1,0,55.971,0.562568015
0467003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,39.18,"$35,001 TO $40,000",37500.5,0,0,55.331,0.496684273
0467004C,0,"WHITE, NON-HISPANIC",1,0,0,0,5,30,46,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,35.63,"$5,000 TO $5,000",5000,1,0,41.864,-0.889653783
0467006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,35.63,"$25,001 TO $30,000",27500.5,0,0,53.161,0.27329721
0467007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,64.894,1.481131502
0467008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,45,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,38.18,77.5,"$100,001 TO $200,000",150000.5,0,0,58.74,0.847618143
0467009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,59,NA,"$40,001 TO $50,000",45000.5,0,0,45.048,-0.561882166
0467010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,52,NA,NOT APPLICABLE,8TH GRADE OR BELOW,NA,1,29.6,NA,"$10,001 TO $15,000",12500.5,1,0,40.024,-1.079069542
0467011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,63.43,35.63,"$25,001 TO $30,000",27500.5,0,0,57.565,0.726659711
0467012C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,38,41,SOME COLLEGE,VOC/TECH PROGRAM,0,1,38.18,39.18,"$40,001 TO $50,000",45000.5,0,0,64.566,1.447366084
0467013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,35.63,"$25,001 TO $30,000",27500.5,0,0,59.966,0.973826687
0467014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,NA,35.63,"$30,001 TO $35,000",32500.5,0,0,70.199,2.027245959
0467015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,1,1,77.5,35.78,"$75,001 TO $100,000",87500.5,0,0,56.532,0.620319233
0467016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,37.67,39.2,"$40,001 TO $50,000",45000.5,0,0,40.181,-1.062907437
0467017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,51.889,0.142353272
0467018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,51,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,35.63,35.63,"$5,001 TO $10,000",7500.5,1,1,63.897,1.378496985
0467019C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.92,"$35,001 TO $40,000",37500.5,0,0,37.333,-1.356090089
0467020C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,NOT APPLICABLE,1,NA,NA,53.5,"$25,001 TO $30,000",27500.5,0,0,52.193,0.17364805
0467022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,61.56,35.63,"$35,001 TO $40,000",37500.5,0,0,63.206,1.307363132
0467023C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,28,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,34.95,39.18,"$30,001 TO $35,000",32500.5,0,0,30.987,-2.009368571
0467025C,0,"WHITE, NON-HISPANIC",1,0,0,0,5,30,46,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,35.63,"$5,000 TO $5,000",5000,1,0,39.541,-1.128791179
0471002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,62.87,NA,"$75,001 TO $100,000",87500.5,0,0,51.567,0.109205514
